commit	val_bpb	memory_gb	status	description
706d3e4	0.982595	63.9	ok	Kept ASPECT_RATIO=96 (round-0 width win), changed TOTAL_BATCH_SIZE from 2**19 to 2**18 (round-0 batch-size win), stacking both orthogonal wins together.
fd769af	0.982713	63.9	ok	Changed TOTAL_BATCH_SIZE from 2**19 to 2**18 on top of ASPECT_RATIO=96 baseline, doubling optimizer steps at the wider model width.
a178211	0.982558	63.9	ok	Changed TOTAL_BATCH_SIZE from 2**19 to 2**18 on top of the ASPECT_RATIO=96 baseline (DEPTH=8), doubling optimizer steps within the fixed 5-minute budget while keeping the wider model.
e682c96	0.982573	63.9	ok	Changed TOTAL_BATCH_SIZE from 2**19 to 2**18 on top of the ASPECT_RATIO=96 baseline (DEPTH=8 unchanged), doubling optimizer steps in the fixed 5-min budget while keeping the wider model.
9a093ef	0.982786	63.9	ok	Changed TOTAL_BATCH_SIZE from 2**19 to 2**18 on top of the ASPECT_RATIO=96 baseline (DEPTH=8), doubling optimizer steps at the wider model width; grad_accum_steps auto-halved, no other changes.
ea62336	0.982613	63.9	ok	Kept ASPECT_RATIO=96 (round-0 width win), changed TOTAL_BATCH_SIZE from 2**19 to 2**18 (round-0 batch-size win) on top of it; grad_accum_steps auto-halves, doubling optimizer steps within the 5-min budget at the wider model.
b5aa439	0.985242	63.9	ok	Changed WEIGHT_DECAY from 0.2 to 0.0 (Muon cautious weight decay), everything else at baseline (ASPECT_RATIO=96, TOTAL_BATCH_SIZE=2^18, DEPTH=8)
300fcef	0.982306	63.9	ok	Halved WEIGHT_DECAY from 0.2 to 0.1 to compensate for doubled optimizer step count since TOTAL_BATCH_SIZE halved in round 2
94a42dc	0.982470	63.9	ok	Lowered MATRIX_LR from 0.04 to 0.03, all else unchanged from baseline (ASPECT_RATIO=96, TOTAL_BATCH_SIZE=2^18, DEPTH=8)
6be5ba3	0.983085	63.9	ok	Changed WEIGHT_DECAY from 0.2 to 0.05 (Muon cautious weight decay), all else at baseline (ASPECT_RATIO=96, TOTAL_BATCH_SIZE=2^18, DEPTH=8)
ae1d4da	0.982590	63.9	ok	Changed MATRIX_LR from 0.04 to 0.03 on top of the current baseline (ASPECT_RATIO=96, TOTAL_BATCH_SIZE=2^18, DEPTH=8); no other changes.
ad97fb2	0.985987	63.9	ok	Changed WARMDOWN_RATIO from 0.5 to 0.3, giving 70% of the 5-min budget at peak LR instead of 50%, keeping FINAL_LR_FRAC=0.0 and everything else at baseline (ASPECT_RATIO=96, TOTAL_BATCH_SIZE=2^18, DEPTH=8).
ca64f76	0.978193	32.4	ok	Halved TOTAL_BATCH_SIZE from 2^18 to 2^17 (also halved DEVICE_BATCH_SIZE 128->64 to keep tokens_per_fwdbwd dividing evenly, grad_accum_steps=1), doubling optimizer step count again within the fixed 5-min budget on top of ASPECT_RATIO=96/DEPTH=8/WEIGHT_DECAY=0.1 baseline.
79d688d	0.978120	32.4	ok	Halved TOTAL_BATCH_SIZE from 2^18 to 2^17 and DEVICE_BATCH_SIZE from 128 to 64 (grad_accum_steps=1), doubling optimizer steps again within the fixed 5-min budget on top of ASPECT_RATIO=96, DEPTH=8, WEIGHT_DECAY=0.1 baseline.
8ee0c85	0.978063	32.4	ok	Halved TOTAL_BATCH_SIZE from 2^18 to 2^17 and DEVICE_BATCH_SIZE from 128 to 64 (grad_accum_steps=1), doubling optimizer steps again on top of the round-2 batch-size win; all other hyperparameters (ASPECT_RATIO=96, DEPTH=8, WEIGHT_DECAY=0.1, MATRIX_LR=0.04) unchanged.
3d989de	0.978041	32.4	ok	Halved TOTAL_BATCH_SIZE from 2^18 to 2^17 and DEVICE_BATCH_SIZE from 128 to 64 (grad_accum_steps=1), doubling optimizer steps again within the fixed 5-min budget on top of the current baseline (ASPECT_RATIO=96, WEIGHT_DECAY=0.1, DEPTH=8).
3a70d0d	0.982328	63.9	ok	Changed WARMDOWN_RATIO from 0.5 to 0.7 (only 30% of budget at peak LR, longer linear decay to 0), all else at baseline (ASPECT_RATIO=96, TOTAL_BATCH_SIZE=2^18, DEPTH=8, WEIGHT_DECAY=0.1).
49c1ff3	0.978298	32.4	ok	Halved TOTAL_BATCH_SIZE from 2^18 to 2^17 and DEVICE_BATCH_SIZE from 128 to 64 (grad_accum_steps stays 1) to double optimizer step count again within the fixed 5-min budget, on top of the current baseline (ASPECT_RATIO=96, DEPTH=8, WEIGHT_DECAY=0.1).
